序号	英文	中文
31711	evolvement	"n.发展,进化,演化,演变"
31712	evolving	"adj.进化的,展开的"
31713	evonymus	n.卫矛属植物[见EUONYMUS]
31714	evulse	"vt.拔出,拉出 扯掉"
31715	evulsion	"n.拔出,连根拔去"
31716	evzone	n.希腊精锐部队的步兵(士兵)
31717	ewan	n.尤恩(Evan的异体)(m.)
31718	ewelease	n.母羊牧地
31719	ewer	n.大口水罐
31720	ewery	"n.有水罐毛巾的房,做粗活的小房"
31721	ewigkeit	 <德>n.永恒
31722	ex	"prep.不包括,无权得到"
31723	exabyte	美国Exabyte公司是全球著名的磁带机及磁带库专业化制造商
31724	exacerbate	"vt.恶化,增剧,激怒,使加剧,使烦恼"
31725	exacerbation	"n.恶化,激怒,增剧"
31726	exact	"adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求"
31727	exacta	n.<美><加拿大>(赛马或跑狗中的)正序连赢
31728	exactable	adj.可强求的
31729	exacting	"adj.苛求的,严格的,吃力的,需付出极大耐心"
31730	exaction	"n.勒索,苛求"
31731	exactitude	"n.正确,精密,精确,严格,规规矩矩"
31732	exactly	"adv.正确地,严密地"
31733	exactness	"n.正确,精确"
31734	exactor	"n.勒索者,捐税征收官,强要者"
31735	exaggerate	"v.夸大,夸张"
31736	exaggerated	"adj.夸大的,言过其实的,夸张的"
31737	exaggeration	"n.夸张,夸大之词"
31738	exaggerative	"adj.夸张的,夸大的"
31739	exaggerator	"n.夸张者,言过其实者"
31740	exaggeratory	 言过其实的
31741	exalbuminous	adj.[植](种子等)无胚乳的
31742	exalt	v.晋升
31743	exaltation	"n.提升,提高,兴奋,得意洋洋"
31744	exalted	"adj.尊贵的,高位的,兴奋的,高尚的"
31745	exaltedly	adv.得意忘形地
31746	exam	"n.考试,测验"
31747	examen	n.每日的反省
31748	examinant	n.主考人
31749	examinate	"n.受验查者,应讯者"
31750	examination	"n.考试,检查,细查"
31751	examinationism	"n.主张考试制度者,考试论者"
31752	examinationist	"n.主张考试制度者,考试论者"
31753	examinator	n.检查人 审查人 主考人
31754	examinatorial	"adj.考试的,检查的"
31755	examine	"v.检查,调查,考试"
31756	examinee	"n.受审查者,投考者,应试者"
31757	examiner	n.主考者
31758	example	"n.例子,实例,例题,范例,榜样,鉴戒,实例"
31759	examples	n.例子
31760	exanimate	"adj.已死的,缺乏生气的"
31761	exanimation	n.[医]昏迷
31762	exanimo	" <拉>adv.出自内心地,真诚地[字面意义:from the mind]"
31763	exanthem	"n.(=exanthema)[医]疹,皮疹"
31764	exanthema	n.[医]疹
31765	exanthemate	"n.[医]疹病,皮疹"
31766	exarate	adj.[昆](蛹)足翅不贴着在身体上的
31767	exarch	"n.总督,主教,大主教"
31768	exarchate	n.exarch 之职
31769	exarteritis	n.[医]动脉外膜炎
31770	exarticulate	adj.[动]无关节的
31771	exarticulation	"n.[医]脱臼,关节截断"
31772	exasperate	v.激怒
31773	exasperater	"n.触怒他人者,惹人生气者"
31774	exasperating	"adj.气死人的,激怒人的"
31775	exasperation	n.恼怒
31776	exasperator	"n.触怒他人者,惹人生气者"
31777	exbond	(纳税后)关栈交货
31778	excalibur	n.(传说中) 亚瑟王的神剑
31779	excardination	n.将一传教士由某一主教辖区调换到另一主教辖区
31780	excarnate	"v.剥除肉质,免去肉体"
31781	excarnation	"n.肌肉的剔除,脱离肉体"
31782	excaudate	adj.[动]没有尾的
31783	excavate	"v.挖掘,开凿,挖出,挖空"
31784	excavation	"n.挖掘,发掘,挖掘成的洞,出土文物"
31785	exceed	"vt.超越,胜过vi.超过其他"
31786	exceeding	"adj.非常的,极度的,胜过的,过度的"
31787	exceedingly	"adv.非常地,极度地"
31788	excel	"v.优秀,胜过他人"
31789	excelled	"vbl.胜过,超过,优于,超越"
31790	excellence	"n.优秀,卓越,优点,美德"
31791	excellency	"n.阁下,优点"
31792	excellent	"adj.卓越的,极好的"
31793	excelsior	adj.精益求精的n.细刨花
31794	excentral	adj.中心以外的
31795	excentric	adj.(=eccentric)不同圆心的
31796	except	"vt.除,把...除外,反对,不计vi.反对 prep.除了...之外,若不是,除非 conj.只是,要不是"
31797	exceptant	"n.例外者adj.例外的,以外的"
31798	excepting	"prep.除...外 conj.除非,除...之外"
31799	exception	"n.除外,例外,反对,异议"
31800	exceptionable	"adj.可反对的,可抗议的,要不得的"
31801	exceptionably	adv.可以反对地
31802	exceptional	"adj.例外的,异常的"
31803	exceptious	"adj.好反对的,容易生气的"
31804	exceptive	"adj.例外的,特殊的"
31805	excerpt	"n.vt.摘录,引用"
31806	excerpta	"n.摘要,节录"
31807	excerption	"n.选录,抄录,精华录"
31808	excess	"n.过度,剩于,无节制,超过,超额adj.过度的,额外的"
31809	excessive	"adj.过多的,过分的,额外"
31810	excessively	"adv.过分地,非常地"
31811	exchange	"vt.交换,调换,兑换,交流,交易n.交换,调换,兑换,交流,交易"
31812	exchangeability	n.可交换性
31813	exchangeable	"adj.可交的,可兑交的,可替交的"
31814	exchangee	"n.被交换者,交换的学生"
31815	exchangite	n.(美国)全国交易俱乐部会员
31816	exchengeable	"adj.可交换的,可替换的,可兑换的"
31817	exchequer	"n.[英史]财物署,国库,财源,财政部"
31818	excide	vt.切开
31819	excimer	"n.[化]激态原子(或分子),受激准分子"
31820	excipient	n.[药]赋形剂
31821	exciple	n.[植]囊盘被
31822	excircle	"n.[数]外切圆,旁切圆"
31823	excisable	"adj.可抽税的,可割取的,应交纳货物税的"
31824	excise	"n.消费税,货物税,国产税vt.收税,切除"
31825	exciseman	n.收税官
31826	excision	"n.切除,删除,[医]切除(术),[宗]逐出教会"
31827	excisionase	n.[生化](病毒的)切除酶
31828	excitability	"n.[物]可激发性,[医]兴奋性"
31829	excitable	"adj.能被激动的,易兴奋的,易激动的,过敏的"
31830	excitably	adv.易兴奋地
31831	excitant	"adj.刺激性的,使兴奋的n.兴奋剂,刺激物"
31832	excitated	"v.激发,激发"
31833	excitation	"n.刺激,兴奋,激动,激励,鼓舞,[物]激发,励磁,[植]激感(现象)"
31834	excitative	"adj.有刺激性的,兴奋的"
31835	excitatory	"adj.有刺激性的,兴奋的"
31836	excite	"vt.刺激,使兴奋,使激动vi.<口>兴奋,激动"
31837	excited	 兴奋的
31838	excitedly	adv.兴奋地
31839	excitement	"n.刺激,兴奋,激动,搔动"
31840	exciter	"n.刺激者,激励者,刺激物,兴奋剂"
31841	exciting	"adj.令人兴奋的,使人激动的"
31842	excitive	"adj.刺激性的,使刺激的"
31843	excitomotor	"adj.刺激运动的,反射运动的"
31844	exciton	"n.[物]激子,激发子(晶结构中受激发的电子),电子空穴对"
31845	excitonic	adj.[物]激子的
31846	excitonics	n.[物]激子学
31847	excitor	n.[解]刺激神经
31848	excitory	adj.易刺激的
31849	excitosecretory	adj.[生理]兴奋分泌
31850	excitron	"n.[电子]单阳极汞池整流管,汞气整流管"
31851	exclaim	"v.呼喊,惊叫,大声叫"
31852	exclamation	"n.惊呼,感叹惊叹,惊叹词"
31853	exclamative	adj.<古>=exclamatory
31854	exclamatory	"adj.叫喊的,感叹的,惊叹的"
31855	exclave	n.位于外国土地的领土
31856	exclosure	n.(用拦等围着以防止家畜等侵入的)围地
31857	exclude	"vt.拒绝接纳,把...排除在外,排斥"
31858	exclusion	"n.排除,除外,被排除在外的事物"
31859	exclusionism	"n.排外主义,排他主义"
31860	exclusionist	n.排他主义者adj.排他主义的
31861	exclusive	"adj.排外的,孤高的,唯我独尊的,独占的,唯一的,高级的"
31862	exclusively	"adv.排外地,专有地"
31863	exclusivism	"n.排外主义,专有主义"
31864	exclusivist	n.排外主义者 排他主义者
31865	excogitate	"vt.想出,研究出,设计,发明n.想出,计划"
31866	excogitation	"n.设计,发明"
31867	excogitative	"adj.想出的,发明的"
31868	excommunicable	"adj.可革出教会的,应革出教会的"
31869	excommunicant	n.被革出教会的人
31870	excommunicate	vt.逐出教会adj.被逐出教会的n.被逐出教会的人
31871	excommunication	n.逐出教会
31872	excommunicative	"adj.放除的,逐出教会的"
31873	exconvict	n.有前科者
31874	excoriate	v.批判
31875	excoriation	"n.严厉的责难,苛责,表皮脱落"
31876	excorticate	vt.剥去...的外皮(或硬壳)
31877	excrement	"n.排泄物,大便"
31878	excremental	"adj.排泄物的,粪便的"
31879	excrementitious	"adj.粪便的,排sly//adv.粪便地,泄物的"
31880	excrescence	"n.瘤,赘生物"
31881	excrescency	"n.瘤,赘生物,自然长出物(如指甲,头发等)"
31882	excrescent	"adj.异常生长的,多余的,浪费的,无用的"
31883	excreta	n.排泄物(如汗.尿.粪等)
31884	excrete	"vt.排泄,分泌"
31885	excretion	"n.(动植物的)排泄,排泄物"
31886	excretive	"adj.排泄的,促进排泄的,分泌的"
31887	excretory	"adj.排泄的,分泌的,有排泄功能的"
31888	excruciate	"vt.施酷刑,折磨,使苦恼"
31889	excruciating	"adj.极痛苦的,折磨人的"
31890	excruciation	"n.酷刑,拷问"
31891	excubitorium	"n.值夜人的职位或岗位,值夜人的房间"
31892	excudit	 <拉>(本品)由他(或她)印(或刻)[字面意义: he(or she)printed(or engraved)(this)]
31893	exculpate	v.开脱
31894	exculpation	"n.使无罪,辩解"
31895	exculpatory	"adj.辩解的,辩明无罪的"
31896	excuria	 <拉>法庭外[字面意义:out of court]
31897	excurrent	"adj.流出的,流出性的,一支干的,[植]贯顶的"
31898	excurse	"vi.远足,短程旅行,游览"
31899	excursion	"n.远足,游览,短程旅行,远足队,离题,[物]偏移,漂移"
31900	excursionist	n.旅行者
31901	excursive	"adj.离题的,散漫的"
31902	excursively	"adv.易入歧途地,离题地"
31903	excursus	"n.附录,附记,补说"
31904	excurvate	"adj.弯曲的,往外弯曲的"
31905	excurvature	n.向外弯曲
31906	excurved	"adj.弯曲的,往外弯曲的"
31907	excusable	"adj.可原谅的,可容许的,言之有理的,可免除的"
31908	excusably	"adv.可辩解地,可宽恕地"
31909	excusal	"n.原谅,免除(税款或罚款等的)"
31910	excusatory	"adj.道歉的,辩解的"
31911	excuse	"vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去"
31912	excusing	"adj.辩辞的,辩解的"
31913	excusingly	"adv.辩辞地,辩解地"
31914	excuss	v.依法索取(债务)
31915	excussio	n.[律]依法追债
31916	excussion	n.依法索取(债务)
31917	exdividend	除般息地
31918	exe	n.可执行程序的扩展名
31919	exeat	"n.<主英>短时离校(或修道院)的许可,外宿许可,缺席许可"
31920	exec	 execute实行;executive 实行的
31921	execrable	"adj.该咒的,可憎恨的,讨厌的,恶劣的,坏透的"
31922	execrably	"adv.恶劣地,可恨地"
31923	execrate	"vt.痛骂,憎恨,憎恶,诅咒vi.诅咒"
31924	execration	"n.诅咒,念咒,憎恶"
31925	execrative	"adj.诅咒的,憎恶的"
31926	execratively	"adv.诅咒地,憎恶地"
31927	execratory	"adj.诅咒的,诅咒性的"
31928	executable	"adj.实行的,执行的"
31929	executancy	"n.执行的人,演奏的人"
31930	executant	"n.实行者,执行者,[音]演奏者"
31931	execute	"vt.执行,实行,完成,处死,制成,[律]经签名盖章等手续使(证书)生效"
31932	executer	"n.实行,实施"
31933	execution	"n.实行,完成,执行,死刑,制作,(武器等的)破坏效果,杀伤力"
31934	executioner	"n.死刑执行人,刽子手"
31935	executive	"adj.实行的,执行的,行政的n.执行者,经理主管人员"
31936	executor	"n.被指定遗嘱执行者,执行者"
31937	executorial	adj.遗嘱执行人的
31938	executorship	n.遗嘱执行人的职责
31939	executory	"adj.实行的,未生效的"
31940	executrix	"n.女遗嘱执行人,指定的女遗嘱执行人"
31941	exedra	"n.(古希腊,古罗马)开敞式有座谈话间,半圆形室外坐椅"
31942	exegesis	"n.注释,解释"
31943	exegete	"n.解释者,注释家,评注家"
31944	exegetic	"adj.评释的,解经的"
31945	exegetical	"adj.评释的,解经的"
31946	exegetically	"adv.评释地,解经地"
31947	exegetics	" (对犹太教,基督教<<圣经>>原义进行解析和注的)解经学"
31948	exegetist	n.=exegete
31949	exempla	 exemplum的复数
31950	exemplar	"n.模范,榜样,标本"
31951	exemplarily	"adv.作为模范地,可为鉴戒地"
31952	exemplariness	"n.可作模范,可资鉴戒"
31953	exemplary	"adj.可仿效的,可做模范的,警戒性的,惩戒性的"
31954	exemplification	"n.例证,范例"
31955	exemplificative	"adj.范例的,例证的"
31956	exemplify	"vt.例证,例示,作为...例子"
31957	exempligratia	 <拉>例如(略作e.g.)[字面意义:for example]
31958	exemplum	"n.例证,例示,说教故事"
31959	exempt	v.免除adj.被免除的
31960	exemption	"n.解除,免除,免税"
31961	exenterate	"v.[医]用外科手术去除,去除(眼眶,盆脏等的)内容物,取出...的内脏器官"
31962	exenteration	"n.取出肚肠,剜出内容物"
31963	exequatur	"n.领事证书,许可证书"
31964	exequial	"adj.葬礼的,殡仪的"
31965	exequies	"n.葬礼,殡仪"
31966	exercisable	"adj.可实行的,可操作的,可运用的"
31967	exercise	"n.练习,习题,训练,锻炼,演习v.训练,锻炼vt.行使,使担扰"
31968	exerciser	"n.做运动的人,肌肉锻练器具"
31969	exercitant	n.从事精神活动者
31970	exercitation	"n.实习,训练,<古>练习"
31971	exercitor	"n.船主,包船者"
31972	exercitorial	"adj.船主的,包船的"
31973	exergonic	adj.放出能的
31974	exergue	"n.钱币等背面花样和边缘之间,该处之刻记"
31975	exert	"vt.尽(力),施加(压力等),努力v.发挥,竭尽全力,尽"
31976	exertion	"n.尽力,努力,发挥,行使,运用"
31977	exertive	"adj.使努力的,费力的"
31978	exes	n.<英口>费用
31979	exeter	 埃克塞特[英国英格兰西南部城市](德文郡首府)
31980	exeunt	vi.退场
31981	exfacie	 <拉>从(文件等)表面看
31982	exfacto	 <拉>根据事实;实际上[字面意义:according to fact]
31983	exfiltrate	 溜出敌军阵地
31984	exfiltration	 溜出敌军阵地
31985	exfoliate	"vi.[植]片状剥落,[动]鳞片样脱落,[地]页状剥落vt.使片状脱落,使鳞片脱落"
31986	exfoliation	"n.脱落,脱落物"
31987	exgratia	" <拉>作为优惠的(地),免费的(地)"
31988	exhalable	"adj.可吐出的,可蒸发的"
31989	exhalant	"n.发散管,蒸发管adj.呼出的"
31990	exhalation	"n.呼出,呼气,蒸发,发散物"
31991	exhale	"v.呼气,发出,发散,<古>使蒸发"
31992	exhalent	adj.&n.=exhalant
31993	exhaust	"vt.用尽,耗尽,抽完,使精疲力尽vi.排气n.排气,排气装置adj.用不完的,不会枯竭的"
31994	exhausted	"adj.耗尽的,疲惫的"
31995	exhaustee	n.财源耗尽者
31996	exhaustibility	"n.可竭尽性,可用尽"
31997	exhaustible	"adj.被竭尽的,被取尽的,被汲尽的"
31998	exhaustion	"n.耗尽枯竭,疲惫,筋疲力尽,竭尽,详尽无遗的论述"
31999	exhaustive	"adj.无遗漏的,彻底的,详尽的,无遗的"
32000	exhaustively	adv.用尽一切地
32001	exhaustless	"adj.无穷尽的,用不完的"
32002	exhedra	n.=exedra
32003	exheredate	v.剥夺...的继承权
32004	exheredation	n.剥夺...的继承权
32005	exhibit	"vt.展出,陈列n.展览品,陈列品,展品v.展示"
32006	exhibiter	"n.展出者,显示者"
32007	exhibition	"n.表现,展览会,展览品,显示"
32008	exhibitioner	n.<英>获得奖学金学生
32009	exhibitionism	"n.自我宣传癖,喜出风头癖,裸露癖"
32010	exhibitionist	"n.倾向自我宣传的人,裸露症患者"
32011	exhibitive	"adj.起显示作用的,供展览的"
32012	exhibitively	"adv.起显示作用地,供展览地"
32013	exhibitor	"n.展出者,显示者"
32014	exhilarant	"adj.使兴奋的n.令人振作精神之物,兴奋剂"
32015	exhilarate	"vt.使高兴,使愉快"
32016	exhilarating	"adj.令人喜欢的,爽快的,使人愉快的"
32017	exhilaratingly	"adv.令人兴奋地,令人快乐地"
32018	exhilaration	"n.令人高兴,愉快"
32019	exhilarative	"adj.使高兴的,令人兴奋的"
32020	exhort	"v.劝诫,忠告"
32021	exhortation	"n.劝告,讲道词,训词"
32022	exhortative	"adj.劝告的,劝勉的"
32023	exhortatory	"adj.劝诫的,告诫的"
32024	exhumate	vt.=exhume
32025	exhumation	"n.发掘,尸体发掘"
32026	exhume	"vt.掘出,发掘"
32027	exigence	"n.苛求,紧急,紧急事件"
32028	exigency	"n.苛求,紧急,紧急事件"
32029	exigent	"adj.紧急的,迫切的,苛求的,要求很高的"
32030	exigible	"adj.可要求的,可苛求的"
32031	exiguity	"n.些须,微小,稀少"
32032	exiguous	"adj.稀少的,细小的,些须的"
32033	exile	"n.放逐,充军,流放,流犯,被放逐者vt.放逐,流放,使背井离乡"
32034	exiled	"adj.流亡的,放逐的"
32035	exilian	"adj.放逐的,流亡的"
32036	exilic	"adj.放逐的,流亡的"
32037	exility	"n.<古>稀少,纤细"
32038	eximious	"adj.优良的,超凡的,卓越的,杰出的"
32039	exinanition	"n.虚弱,倒空,羞辱"
32040	exine	n.[植]花粉粒外壁 孢子外壁
32041	exist	"vi.存在,生存,生活,继续存在"
32042	existence	"n.存在,实在,生活,存在物,实在物"
32043	existent	"adj.存在的,生存的,现存的n.存在的事物,生存者"
32044	existential	"adj.有关存在的,[哲]存在主义的,[逻]存在判断的"
32045	existentialism	n.存在主义
32046	existentialist	n.存在主义者adj.存在主义的
32047	existing	 [计] 现有的
32048	exit	"n.出口,太平门,退场,去世vi.退出,脱离,去世 [计]  离开当前命令行外壳"
32049	exlex	adj.法律以外的
32050	exlibris	n.藏书标签
32051	exnihilo	" <拉>从无,出于无"
32052	exoatmosphere	n.外大气层
32053	exoatmospheric	adj.外大气层的
32054	exobiology	n.(研究地球外有无生物存在的)外空生物学
32055	exocardia	n.[医]异位心
32056	exocarp	n.[植]外果皮(指果皮的外层)
32057	exocentric	"adj.[语]外向的,离心的"
32058	exochorion	"n.(高级脊椎动物的)绒毛膜表层,(昆虫的)外卵壳"
32059	exocoeiom	n.[生]胚外体腔
32060	exocrine	adj.[医]外分泌的
32061	exocrinology	n.[医]外分泌学
32062	exoculation	n.挖眼(古代一种酷刑)
32063	exocyclic	adj.[化]环外的
32064	exocytosis	n.[生]胞外分泌
32065	exode	n.(古罗马戏剧间歇或终场后的)笑剧
32066	exoderm	"n.[生]外胚叶,外胚层"
32067	exodermis	n.[植](根的)外皮层
32068	exodium	n.=exode
32069	exodontia	n.[医]拔牙术
32070	exodontics	"n.[医]拔牙学,拔齿学"
32071	exodontist	n.[医]拔牙专家
32072	exoelectron	n.[物]外激电子
32073	exoenzyme	"n.[生化]外酵,外酵素"
32074	exoergic	adj.放能的
32075	exoerythrocytic	"adj.[医]红细胞外的,红血球外的(用以指疟原虫的增殖阶段)"
